Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Sale_Year,Sale_Month,Sale_MonthName,Sale_YearMonth,price_per_room,price_per_landsize,property_age,age_bracket,price_to_area_ratio,cumulative_revenue_pct,pareto_80
Hawthorn East,1051 Burke Rd,3,h,1615000,S,Jellis,07-05-2016,7.5,3123,3,3,4,459,130,1922.5,Boroondara,-37.8205,145.0585,Southern Metropolitan,6482,2016,5,May,2016-05,538333.33,3518.52,94,1917–1947,11206.81,34.609,TRUE
Hawthorn East,2/2 Myrniong Gr,3,h,1600000,VB,Marshall,07-05-2016,7.5,3123,3,2,2,200,130,1922.5,Boroondara,-37.8396,145.0514,Southern Metropolitan,6482,2016,5,May,2016-05,533333.33,8000,94,1917–1947,11206.81,34.609,TRUE
Hawthorn East,310 Riversdale Rd,3,h,1450000,PI,hockingstuart,07-05-2016,7.5,3123,3,2,2,466,176,1915,Boroondara,-37.8305,145.0475,Southern Metropolitan,6482,2016,5,May,2016-05,483333.33,3111.59,102,Pre-1917,11206.81,34.609,TRUE
Hawthorn East,5/305 Riversdale Rd,2,u,490000,S,Marshall,07-11-2016,7.5,3123,2,1,1,0,76,1970,Boroondara,-37.8301,145.0475,Southern Metropolitan,6482,2016,11,Nov,2016-11,245000,,47,1947–1977,11206.81,34.609,TRUE
Hawthorn East,10/26 Redfern Rd,3,t,1110000,S,Jellis,08-10-2016,7.5,3123,3,2,2,94,169,2005,Boroondara,-37.8302,145.0525,Southern Metropolitan,6482,2016,10,Oct,2016-10,370000,11808.51,12,Post-1997,11206.81,34.609,TRUE
Hawthorn East,21 Russell St,4,t,1425000,S,Jellis,08-10-2016,7.5,3123,4,2,2,154,188.5,1998,Boroondara,-37.8298,145.0537,Southern Metropolitan,6482,2016,10,Oct,2016-10,356250,9253.25,19,Post-1997,11206.81,34.609,TRUE
Hawthorn East,58 Auburn Gr,4,h,3100000,S,Kay,10-09-2016,7.5,3123,3,2,2,640,232,1907,Boroondara,-37.826,145.0498,Southern Metropolitan,6482,2016,9,Sep,2016-09,775000,4843.75,110,Pre-1917,11206.81,34.609,TRUE
Hawthorn East,7/11 Harts Pde,2,u,555000,PI,Noel,10-09-2016,7.5,3123,2,1,1,0,69,1970,Boroondara,-37.8318,145.0448,Southern Metropolitan,6482,2016,9,Sep,2016-09,277500,,47,1947–1977,11206.81,34.609,TRUE
Hawthorn East,3/39 Mayston St,2,u,887000,S,Marshall,10-09-2016,7.5,3123,2,2,2,0,76,2001,Boroondara,-37.8267,145.0538,Southern Metropolitan,6482,2016,9,Sep,2016-09,443500,,16,Post-1997,11206.81,34.609,TRUE
Hawthorn East,503 Tooronga Rd,3,h,1700000,VB,Jellis,10-09-2016,7.5,3123,3,2,1,646,228,1980,Boroondara,-37.8337,145.0469,Southern Metropolitan,6482,2016,9,Sep,2016-09,566666.67,2631.58,37,1977–1997,11206.81,34.609,TRUE
Hawthorn East,20 Beaconsfield Rd,2,h,1585000,S,Jellis,10-12-2016,7.5,3123,2,1,2,390,102,1935,Boroondara,-37.8322,145.0486,Southern Metropolitan,6482,2016,12,Dec,2016-12,792500,4064.1,82,1917–1947,11206.81,34.609,TRUE
Hawthorn East,1/1 Clifton Rd,3,u,935000,PI,Noel,10-12-2016,7.5,3123,3,2,1,144,107,1975,Boroondara,-37.8435,145.0497,Southern Metropolitan,6482,2016,12,Dec,2016-12,311666.67,6493.06,42,1947–1977,11206.81,34.609,TRUE
Hawthorn East,5/75 Harold St,2,u,460000,VB,Fletchers,10-12-2016,7.5,3123,2,1,1,0,55,1967,Boroondara,-37.8278,145.0565,Southern Metropolitan,6482,2016,12,Dec,2016-12,230000,,50,1947–1977,11206.81,34.609,TRUE
Hawthorn East,18 Carlyle St,4,h,3050000,S,Kay,11-03-2017,7.5,3123,4,3,1,710,190,1922.5,Boroondara,-37.8187,145.0577,Southern Metropolitan,6482,2017,3,Mar,2017-03,762500,4295.77,94,1917–1947,11206.81,34.609,TRUE
Hawthorn East,13/84 Campbell Rd,1,u,365000,SP,Jellis,12-11-2016,7.5,3123,1,1,0,2274,49,1970,Boroondara,-37.8339,145.055,Southern Metropolitan,6482,2016,11,Nov,2016-11,365000,160.51,47,1947–1977,11206.81,34.609,TRUE
Hawthorn East,10/11 Grandview Gr,2,u,550000,PI,Noel,12-11-2016,7.5,3123,2,1,1,0,76,1970,Boroondara,-37.8222,145.0566,Southern Metropolitan,6482,2016,11,Nov,2016-11,275000,,47,1947–1977,11206.81,34.609,TRUE
Hawthorn East,16 Leura Gr,4,h,2800000,S,Jellis,12-11-2016,7.5,3123,4,1,2,764,171,1940,Boroondara,-37.8374,145.0486,Southern Metropolitan,6482,2016,11,Nov,2016-11,700000,3664.92,77,1917–1947,11206.81,34.609,TRUE
Hawthorn East,2/282 Riversdale Rd,1,u,320000,VB,Fletchers,12-11-2016,7.5,3123,1,1,1,0,49,1965,Boroondara,-37.8303,145.046,Southern Metropolitan,6482,2016,11,Nov,2016-11,320000,,52,1947–1977,11206.81,34.609,TRUE
Hawthorn East,1/17 Auburn Gr,2,u,573000,S,Kay,13-08-2016,7.5,3123,2,1,1,0,60,1970,Boroondara,-37.8254,145.047,Southern Metropolitan,6482,2016,8,Aug,2016-08,286500,,47,1947–1977,11206.81,34.609,TRUE
Hawthorn East,4/161 Victoria Rd,2,u,680000,VB,hockingstuart,13-08-2016,7.5,3123,2,1,1,0,110,1945,Boroondara,-37.8233,145.0575,Southern Metropolitan,6482,2016,8,Aug,2016-08,340000,,72,1917–1947,11206.81,34.609,TRUE
Hawthorn East,63 Victoria Rd,5,h,2250000,PI,RT,14-05-2016,7.5,3123,5,2,2,452,319,1902,Boroondara,-37.8223,145.0494,Southern Metropolitan,6482,2016,5,May,2016-05,450000,4977.88,115,Pre-1917,11206.81,34.609,TRUE
Hawthorn East,36 Invermay Gr,4,h,2381000,S,Marshall,15-10-2016,7.5,3123,4,2,2,457,166,1900,Boroondara,-37.8332,145.0461,Southern Metropolitan,6482,2016,10,Oct,2016-10,595250,5210.07,117,Pre-1917,11206.81,34.609,TRUE
Hawthorn East,1/36 Pleasant Rd,4,t,1738000,S,Jellis,15-10-2016,7.5,3123,4,3,2,324,241,2002,Boroondara,-37.8348,145.0503,Southern Metropolitan,6482,2016,10,Oct,2016-10,434500,5364.2,15,Post-1997,11206.81,34.609,TRUE
Hawthorn East,1 Torring Rd,2,h,1582000,S,Fletchers,15-10-2016,7.5,3123,2,2,2,358,96,1922.5,Boroondara,-37.8341,145.0528,Southern Metropolitan,6482,2016,10,Oct,2016-10,791000,4418.99,94,1917–1947,11206.81,34.609,TRUE
Hawthorn East,16/36 Anderson Rd,3,u,735000,S,Noel,16-04-2016,7.5,3123,2,1,1,0,95,1970,Boroondara,-37.8414,145.0505,Southern Metropolitan,6482,2016,4,Apr,2016-04,245000,,47,1947–1977,11206.81,34.609,TRUE
Hawthorn East,5 Nicholson St,4,h,2920000,S,Marshall,16-04-2016,7.5,3123,4,3,3,726,190,1922.5,Boroondara,-37.8239,145.0553,Southern Metropolitan,6482,2016,4,Apr,2016-04,730000,4022.04,94,1917–1947,11206.81,34.609,TRUE
Hawthorn East,3 Avenue Victoria,4,h,1920000,VB,Jellis,17-09-2016,7.5,3123,4,2,2,749,190,1922.5,Boroondara,-37.8235,145.0525,Southern Metropolitan,6482,2016,9,Sep,2016-09,480000,2563.42,94,1917–1947,11206.81,34.609,TRUE
Hawthorn East,40 Campbell Gr,3,h,1420000,PI,Marshall,17-09-2016,7.5,3123,3,1,2,362,130,1910,Boroondara,-37.8337,145.0504,Southern Metropolitan,6482,2016,9,Sep,2016-09,473333.33,3922.65,107,Pre-1917,11206.81,34.609,TRUE
Hawthorn East,12/82 Campbell Rd,2,u,400000,VB,Noel,17-09-2016,7.5,3123,1,1,1,0,60,1965,Boroondara,-37.8339,145.0548,Southern Metropolitan,6482,2016,9,Sep,2016-09,200000,,52,1947–1977,11206.81,34.609,TRUE
Hawthorn East,5a Garden St,3,t,1790000,S,Jellis,17-09-2016,7.5,3123,3,2,2,0,135,2005,Boroondara,-37.8356,145.0519,Southern Metropolitan,6482,2016,9,Sep,2016-09,596666.67,,12,Post-1997,11206.81,34.609,TRUE
Hawthorn East,10 Miami St,3,h,2100000,VB,Marshall,17-09-2016,7.5,3123,3,1,2,664,130,1930,Boroondara,-37.8345,145.0443,Southern Metropolitan,6482,2016,9,Sep,2016-09,700000,3162.65,87,1917–1947,11206.81,34.609,TRUE
Hawthorn East,45 Roseberry St,2,h,1335000,S,Fletchers,17-09-2016,7.5,3123,2,1,0,229,70,1900,Boroondara,-37.8265,145.0484,Southern Metropolitan,6482,2016,9,Sep,2016-09,667500,5829.69,117,Pre-1917,11206.81,34.609,TRUE
Hawthorn East,66 Roseberry St,3,h,1825000,S,Jellis,17-09-2016,7.5,3123,3,2,2,431,120,1950,Boroondara,-37.8269,145.0496,Southern Metropolitan,6482,2016,9,Sep,2016-09,608333.33,4234.34,67,1947–1977,11206.81,34.609,TRUE
Hawthorn East,452 Barkers Rd,5,h,3210000,S,Jellis,18-03-2017,7.5,3123,5,3,4,1011,260,1905,Boroondara,-37.8165,145.0505,Southern Metropolitan,6482,2017,3,Mar,2017-03,642000,3175.07,112,Pre-1917,11206.81,34.609,TRUE
Hawthorn East,2/2 Clifton Rd,2,u,840000,S,Jellis,18-03-2017,7.5,3123,2,1,1,150,99,1969,Boroondara,-37.844,145.0496,Southern Metropolitan,6482,2017,3,Mar,2017-03,420000,5600,48,1947–1977,11206.81,34.609,TRUE
Hawthorn East,501/38 Harold St,2,u,705000,PI,Marshall,18-03-2017,7.5,3123,2,2,1,78,76,2011,Boroondara,-37.8284,145.0535,Southern Metropolitan,6482,2017,3,Mar,2017-03,352500,9038.46,6,Post-1997,11206.81,34.609,TRUE
Hawthorn East,21 Myrniong Gr,4,h,3310000,S,RT,18-03-2017,7.5,3123,4,2,3,762,190,1922.5,Boroondara,-37.8395,145.0529,Southern Metropolitan,6482,2017,3,Mar,2017-03,827500,4343.83,94,1917–1947,11206.81,34.609,TRUE
Hawthorn East,797 Burwood Rd,5,h,3350000,VB,Jellis,18-06-2016,7.5,3123,4,2,2,1250,360,2000,Boroondara,-37.8245,145.0524,Southern Metropolitan,6482,2016,6,Jun,2016-06,670000,2680,17,Post-1997,11206.81,34.609,TRUE
Hawthorn East,16/799 Burwood Rd,2,u,444000,S,LITTLE,18-06-2016,7.5,3123,2,1,1,0,68,1970,Boroondara,-37.8245,145.0527,Southern Metropolitan,6482,2016,6,Jun,2016-06,222000,,47,1947–1977,11206.81,34.609,TRUE
Hawthorn East,38 Caroline St,3,h,1538000,S,Jellis,18-06-2016,7.5,3123,2,1,2,287,130,1922.5,Boroondara,-37.8292,145.046,Southern Metropolitan,6482,2016,6,Jun,2016-06,512666.67,5358.89,94,1917–1947,11206.81,34.609,TRUE
Hawthorn East,11 Council St,3,h,1320000,VB,Jellis,18-06-2016,7.5,3123,3,2,1,213,162,1890,Boroondara,-37.8302,145.0542,Southern Metropolitan,6482,2016,6,Jun,2016-06,440000,6197.18,127,Pre-1917,11206.81,34.609,TRUE
Hawthorn East,18 Gillman St,3,h,1890000,PI,Marshall,18-06-2016,7.5,3123,3,1,2,477,173,1880,Boroondara,-37.8257,145.0514,Southern Metropolitan,6482,2016,6,Jun,2016-06,630000,3962.26,137,Pre-1917,11206.81,34.609,TRUE
Hawthorn East,4/2 Myrniong Gr,3,t,1240000,S,Jellis,18-06-2016,7.5,3123,3,2,2,155,135,2005,Boroondara,-37.8397,145.0514,Southern Metropolitan,6482,2016,6,Jun,2016-06,413333.33,8000,12,Post-1997,11206.81,34.609,TRUE
Hawthorn East,336 Riversdale Rd,4,h,2450000,S,Marshall,19-11-2016,7.5,3123,4,2,1,697,172,1905,Boroondara,-37.8307,145.0498,Southern Metropolitan,6482,2016,11,Nov,2016-11,612500,3515.06,112,Pre-1917,11206.81,34.609,TRUE
Hawthorn East,3/859 Toorak Rd,3,t,1590000,S,Jellis,19-11-2016,7.5,3123,3,2,2,289,181,2010,Boroondara,-37.8451,145.0525,Southern Metropolitan,6482,2016,11,Nov,2016-11,530000,5501.73,7,Post-1997,11206.81,34.609,TRUE
Hawthorn East,13 Clive Rd,4,h,2450000,VB,Jellis,22-05-2016,7.5,3123,3,3,2,523,316,1955,Boroondara,-37.8319,145.0503,Southern Metropolitan,6482,2016,5,May,2016-05,612500,4684.51,62,1947–1977,11206.81,34.609,TRUE
Hawthorn East,75 Leura Gr,3,h,3020000,S,Hooper,22-05-2016,7.5,3123,3,2,2,832,130,1922.5,Boroondara,-37.8377,145.0541,Southern Metropolitan,6482,2016,5,May,2016-05,1006666.67,3629.81,94,1917–1947,11206.81,34.609,TRUE
Hawthorn East,43 Mayston St,3,h,1625000,S,Woodards,22-05-2016,7.5,3123,3,1,3,372,130,1922.5,Boroondara,-37.8267,145.054,Southern Metropolitan,6482,2016,5,May,2016-05,541666.67,4368.28,94,1917–1947,11206.81,34.609,TRUE
Hawthorn East,122 Victoria Rd,5,h,2775000,PI,Marshall,22-05-2016,7.5,3123,5,3,2,864,260,1922.5,Boroondara,-37.8231,145.0535,Southern Metropolitan,6482,2016,5,May,2016-05,555000,3211.81,94,1917–1947,11206.81,34.609,TRUE
Hawthorn East,3/23 Auburn Gr,2,u,568000,S,Jellis,22-08-2016,7.5,3123,2,1,1,0,76,1960,Boroondara,-37.8254,145.0476,Southern Metropolitan,6482,2016,8,Aug,2016-08,284000,,57,1947–1977,11206.81,34.609,TRUE
Hawthorn East,4/43 Clifton Rd,2,u,706000,S,hockingstuart,22-08-2016,7.5,3123,2,1,1,172,90,1960,Boroondara,-37.8437,145.0536,Southern Metropolitan,6482,2016,8,Aug,2016-08,353000,4104.65,57,1947–1977,11206.81,34.609,TRUE
Hawthorn East,3 Jaques St,5,h,2500000,VB,RT,22-08-2016,7.5,3123,5,3,3,757,240,1925,Boroondara,-37.8176,145.0548,Southern Metropolitan,6482,2016,8,Aug,2016-08,500000,3302.51,92,1917–1947,11206.81,34.609,TRUE
Hawthorn East,91 Rathmines Rd,4,h,2350000,S,Marshall,22-08-2016,7.5,3123,4,2,2,556,220,1900,Boroondara,-37.8204,145.0516,Southern Metropolitan,6482,2016,8,Aug,2016-08,587500,4226.62,117,Pre-1917,11206.81,34.609,TRUE
Hawthorn East,24 Wiseman St,2,h,1385000,S,Marshall,22-08-2016,7.5,3123,2,1,2,326,113,1940,Boroondara,-37.8373,145.0455,Southern Metropolitan,6482,2016,8,Aug,2016-08,692500,4248.47,77,1917–1947,11206.81,34.609,TRUE
Hawthorn East,5/107 Victoria Rd,2,u,655250,SP,Marshall,23-04-2016,7.5,3123,2,1,1,1153,69,1970,Boroondara,-37.8227,145.0528,Southern Metropolitan,6482,2016,4,Apr,2016-04,327625,568.3,47,1947–1977,11206.81,34.609,TRUE
Hawthorn East,4 Temple St,6,h,1666000,S,Noel,24-09-2016,7.5,3123,6,2,0,350,198,1900,Boroondara,-37.8219,145.0556,Southern Metropolitan,6482,2016,9,Sep,2016-09,277666.67,4760,117,Pre-1917,11206.81,34.609,TRUE
Hawthorn East,4/3 Brookfield Ct,1,u,430000,S,Jellis,25-02-2017,7.5,3123,1,1,1,2276,58,1950,Boroondara,-37.8343,145.0547,Southern Metropolitan,6482,2017,2,Feb,2017-02,430000,188.93,67,1947–1977,11206.81,34.609,TRUE
Hawthorn East,1 Avenue Victoria,3,h,2040000,S,Nelson,27-06-2016,7.5,3123,3,1,2,783,130,1922.5,Boroondara,-37.8234,145.0526,Southern Metropolitan,6482,2016,6,Jun,2016-06,680000,2605.36,94,1917–1947,11206.81,34.609,TRUE
Hawthorn East,8/423 Tooronga Rd,2,u,505000,S,Greg,27-06-2016,7.5,3123,2,1,1,0,78,1965,Boroondara,-37.839,145.0459,Southern Metropolitan,6482,2016,6,Jun,2016-06,252500,,52,1947–1977,11206.81,34.609,TRUE
Hawthorn East,12/36 Anderson Rd,2,u,500000,VB,Peter,27-11-2016,7.5,3123,2,1,1,2978,76,1970,Boroondara,-37.8414,145.0505,Southern Metropolitan,6482,2016,11,Nov,2016-11,250000,167.9,47,1947–1977,11206.81,34.609,TRUE
Hawthorn East,2/11 Harts Pde,2,u,622000,S,Williams,27-11-2016,7.5,3123,2,1,1,0,76,1970,Boroondara,-37.8318,145.0448,Southern Metropolitan,6482,2016,11,Nov,2016-11,311000,,47,1947–1977,11206.81,34.609,TRUE
Hawthorn East,20 Stewart St,3,h,1650000,S,Marshall,27-11-2016,7.5,3123,3,1,1,354,115,1900,Boroondara,-37.8225,145.0551,Southern Metropolitan,6482,2016,11,Nov,2016-11,550000,4661.02,117,Pre-1917,11206.81,34.609,TRUE
Hawthorn East,5/80 Campbell Rd,1,u,371000,PI,O'Donoghues,28-05-2016,7.5,3123,1,1,0,917,44,1970,Boroondara,-37.8338,145.0545,Southern Metropolitan,6482,2016,5,May,2016-05,371000,404.58,47,1947–1977,11206.81,34.609,TRUE
Hawthorn East,103 Pleasant Rd,5,h,1900000,VB,Kay,28-05-2016,7.5,3123,3,3,3,0,260,1922.5,Boroondara,-37.8351,145.0554,Southern Metropolitan,6482,2016,5,May,2016-05,380000,,94,1917–1947,11206.81,34.609,TRUE
Hawthorn East,61 Roseberry St,3,h,1625000,SP,Marshall,28-05-2016,7.5,3123,3,2,1,255,115,1890,Boroondara,-37.8266,145.0493,Southern Metropolitan,6482,2016,5,May,2016-05,541666.67,6372.55,127,Pre-1917,11206.81,34.609,TRUE
Hawthorn East,3/842 Toorak Rd,2,u,701000,S,Jellis,28-05-2016,7.5,3123,2,1,3,166,76,1970,Boroondara,-37.8456,145.0495,Southern Metropolitan,6482,2016,5,May,2016-05,350500,4222.89,47,1947–1977,11206.81,34.609,TRUE
Hawthorn East,26 Roseberry St,2,h,1100000,S,Jellis,28-08-2016,7.5,3123,2,1,2,206,96,1922.5,Boroondara,-37.8267,145.0476,Southern Metropolitan,6482,2016,8,Aug,2016-08,550000,5339.81,94,1917–1947,11206.81,34.609,TRUE
Hawthorn East,90 Harcourt St,4,h,2200000,PI,hockingstuart,30-07-2016,7.5,3123,4,2,1,588,190,1922.5,Boroondara,-37.8191,145.0552,Southern Metropolitan,6482,2016,7,Jul,2016-07,550000,3741.5,94,1917–1947,11206.81,34.609,TRUE
Hawthorn East,2/60 Rathmines Rd,3,h,975000,VB,Fletchers,30-07-2016,7.5,3123,3,1,1,211,120,1990,Boroondara,-37.8204,145.0489,Southern Metropolitan,6482,2016,7,Jul,2016-07,325000,4620.85,27,1977–1997,11206.81,34.609,TRUE
Heidelberg,5/68 Brown St,2,u,546500,S,Miles,03-12-2016,10.6,3084,2,1,1,132,69,1972,Banyule,-37.7519,145.0687,Eastern Metropolitan,2890,2016,12,Dec,2016-12,273250,4140.15,45,1947–1977,6950.41,81.515,FALSE
Heidelberg,4/81 Rosanna Rd,3,u,620000,S,Fletchers,04-03-2017,10.6,3084,3,1,1,215,114.5,1985,Banyule,-37.7509,145.0698,Eastern Metropolitan,2890,2017,3,Mar,2017-03,206666.67,2883.72,32,1977–1997,6950.41,81.515,FALSE
Heidelberg,22 Almay Gr,3,h,1220000,S,Miles,06-08-2016,10.6,3084,3,1,1,858,136,1960,Banyule,-37.7504,145.0643,Eastern Metropolitan,2890,2016,8,Aug,2016-08,406666.67,1421.91,57,1947–1977,6950.41,81.515,FALSE
Heidelberg,4/71 Rosanna Rd,3,t,550000,PI,hockingstuart,06-08-2016,10.6,3084,2,1,2,235,123,1990,Banyule,-37.7519,145.0696,Eastern Metropolitan,2890,2016,8,Aug,2016-08,183333.33,2340.43,27,1977–1997,6950.41,81.515,FALSE
Heidelberg,6/542 Upper Heidelberg Rd,2,u,585000,PI,Barry,06-08-2016,10.6,3084,2,2,1,0,76,2012,Banyule,-37.7506,145.0574,Eastern Metropolitan,2890,2016,8,Aug,2016-08,292500,,5,Post-1997,6950.41,81.515,FALSE
Heidelberg,4/51 Yarra St,2,t,705000,S,Miles,06-08-2016,10.6,3084,2,1,1,182,110,1973,Banyule,-37.7587,145.0657,Eastern Metropolitan,2890,2016,8,Aug,2016-08,352500,3873.63,44,1947–1977,6950.41,81.515,FALSE
Heidelberg,13/77 Rosanna Rd,2,u,420000,S,Miles,07-11-2016,10.6,3084,2,1,1,158,76,1970,Banyule,-37.7512,145.0697,Eastern Metropolitan,2890,2016,11,Nov,2016-11,210000,2658.23,47,1947–1977,6950.41,81.515,FALSE
Heidelberg,95 Rosanna Rd,3,h,1705000,S,Barry,10-09-2016,10.6,3084,3,1,2,1547,130,1953.5,Banyule,-37.7502,145.0706,Eastern Metropolitan,2890,2016,9,Sep,2016-09,568333.33,1102.13,64,1947–1977,6950.41,81.515,FALSE
Heidelberg,7/75 Rosanna Rd,2,h,490000,PI,Purplebricks,10-12-2016,10.6,3084,2,1,1,187,89,1980,Banyule,-37.7518,145.0698,Eastern Metropolitan,2890,2016,12,Dec,2016-12,245000,2620.32,37,1977–1997,6950.41,81.515,FALSE
Heidelberg,17/127 Hawdon St,2,u,579000,S,Nelson,11-03-2017,10.6,3084,2,1,2,2978,76,1977,Banyule,-37.7529,145.065,Eastern Metropolitan,2890,2017,3,Mar,2017-03,289500,194.43,40,1977–1997,6950.41,81.515,FALSE
Heidelberg,13 Hodgson St,3,h,1110000,S,Nelson,12-11-2016,10.6,3084,3,1,2,600,190,1950,Banyule,-37.752,145.0722,Eastern Metropolitan,2890,2016,11,Nov,2016-11,370000,1850,67,1947–1977,6950.41,81.515,FALSE
Heidelberg,3/43 Rosanna Rd,2,u,540000,PI,William,12-11-2016,10.6,3084,2,1,2,153,97,1972,Banyule,-37.7538,145.0695,Eastern Metropolitan,2890,2016,11,Nov,2016-11,270000,3529.41,45,1947–1977,6950.41,81.515,FALSE
Heidelberg,13 Edgar St,3,h,750000,VB,Nelson,16-04-2016,10.6,3084,3,1,2,577,140,1955,Banyule,-37.7494,145.0703,Eastern Metropolitan,2890,2016,4,Apr,2016-04,250000,1299.83,62,1947–1977,6950.41,81.515,FALSE
Heidelberg,50 Manton St,4,h,1115000,S,Miles,16-04-2016,10.6,3084,4,4,2,642,190,1950,Banyule,-37.7476,145.0676,Eastern Metropolitan,2890,2016,4,Apr,2016-04,278750,1736.76,67,1947–1977,6950.41,81.515,FALSE
Heidelberg,35 Beverley Rd,3,h,1000000,S,Miles,16-07-2016,10.6,3084,3,2,1,422,130,1953.5,Banyule,-37.7518,145.0768,Eastern Metropolitan,2890,2016,7,Jul,2016-07,333333.33,2369.67,64,1947–1977,6950.41,81.515,FALSE
Heidelberg,2/56 Banksia St,2,t,595000,SP,Miles,17-09-2016,10.6,3084,2,1,1,88,100,1995,Banyule,-37.7587,145.0629,Eastern Metropolitan,2890,2016,9,Sep,2016-09,297500,6761.36,22,1977–1997,6950.41,81.515,FALSE
Heidelberg,22/127 Hawdon St,3,u,690000,VB,Miles,18-03-2017,10.6,3084,3,2,2,2978,114.5,1977,Banyule,-37.7529,145.065,Eastern Metropolitan,2890,2017,3,Mar,2017-03,230000,231.7,40,1977–1997,6950.41,81.515,FALSE
Heidelberg,6 Bolden St,5,h,1401000,S,Nelson,19-11-2016,10.6,3084,5,2,2,580,222,1940,Banyule,-37.7539,145.0577,Eastern Metropolitan,2890,2016,11,Nov,2016-11,280200,2415.52,77,1917–1947,6950.41,81.515,FALSE
Heidelberg,1/58 Darebin St,3,t,808000,S,Miles,22-05-2016,10.6,3084,3,2,2,255,135,1995,Banyule,-37.7537,145.0637,Eastern Metropolitan,2890,2016,5,May,2016-05,269333.33,3168.63,22,1977–1997,6950.41,81.515,FALSE
Heidelberg,34 Martin St,4,h,1031000,S,Miles,22-05-2016,10.6,3084,4,1,1,570,190,1953.5,Banyule,-37.7523,145.0604,Eastern Metropolitan,2890,2016,5,May,2016-05,257750,1808.77,64,1947–1977,6950.41,81.515,FALSE
Heidelberg,7/106 Brown St,2,t,600000,S,Miles,23-04-2016,10.6,3084,2,1,2,145,100,1970,Banyule,-37.7515,145.0649,Eastern Metropolitan,2890,2016,4,Apr,2016-04,300000,4137.93,47,1947–1977,6950.41,81.515,FALSE
Heidelberg,2/172 Cape St,3,h,655000,PI,hockingstuart,23-04-2016,10.6,3084,3,2,2,175,35,1953.5,Banyule,-37.7514,145.0689,Eastern Metropolitan,2890,2016,4,Apr,2016-04,218333.33,3742.86,64,1947–1977,6950.41,81.515,FALSE
Heidelberg,10 Cleve Gr,3,h,1195000,S,Miles,24-09-2016,10.6,3084,3,1,1,662,159,1950,Banyule,-37.7507,145.062,Eastern Metropolitan,2890,2016,9,Sep,2016-09,398333.33,1805.14,67,1947–1977,6950.41,81.515,FALSE
Heidelberg,1/14 Edgar St,3,h,850000,VB,Fletchers,24-09-2016,10.6,3084,3,2,2,285,130,2010,Banyule,-37.7491,145.0702,Eastern Metropolitan,2890,2016,9,Sep,2016-09,283333.33,2982.46,7,Post-1997,6950.41,81.515,FALSE
Heidelberg,4/97 Hawdon St,4,u,830000,S,Miles,24-09-2016,10.6,3084,4,2,2,1180,171.5,1977,Banyule,-37.7551,145.0646,Eastern Metropolitan,2890,2016,9,Sep,2016-09,207500,703.39,40,1977–1997,6950.41,81.515,FALSE
Heidelberg,55 Hodgson St,3,h,1076000,S,Miles,24-09-2016,10.6,3084,3,1,2,674,130,1953.5,Banyule,-37.749,145.0731,Eastern Metropolitan,2890,2016,9,Sep,2016-09,358666.67,1596.44,64,1947–1977,6950.41,81.515,FALSE
Heidelberg,14 Scarborough Dr,4,h,1362000,S,Miles,24-09-2016,10.6,3084,4,2,2,635,190,1953.5,Banyule,-37.7446,145.0844,Eastern Metropolitan,2890,2016,9,Sep,2016-09,340500,2144.88,64,1947–1977,6950.41,81.515,FALSE
Heidelberg,3/10 Edgar St,2,t,690000,SP,Miles,25-02-2017,10.6,3084,2,1,1,110,88,2010,Banyule,-37.7489,145.07,Eastern Metropolitan,2890,2017,2,Feb,2017-02,345000,6272.73,7,Post-1997,6950.41,81.515,FALSE
Heidelberg,57 Martin St,3,h,1375000,S,Miles,25-02-2017,10.6,3084,3,1,1,639,115,1965,Banyule,-37.7502,145.0605,Eastern Metropolitan,2890,2017,2,Feb,2017-02,458333.33,2151.8,52,1947–1977,6950.41,81.515,FALSE
Heidelberg,14 Adamson St,3,h,1400000,S,Miles,27-11-2016,10.6,3084,3,1,1,827,109,1952,Banyule,-37.748,145.0625,Eastern Metropolitan,2890,2016,11,Nov,2016-11,466666.67,1692.87,65,1947–1977,6950.41,81.515,FALSE
Heidelberg,2/3 Andrews St,2,u,475000,S,Stockdale,28-05-2016,10.6,3084,2,1,2,247,68,1974,Banyule,-37.7502,145.069,Eastern Metropolitan,2890,2016,5,May,2016-05,237500,1923.08,43,1947–1977,6950.41,81.515,FALSE
Heidelberg,36 Buckingham Dr,3,h,1030000,S,Miles,30-07-2016,10.6,3084,5,3,2,649,357,2017,Banyule,-37.7501,145.0822,Eastern Metropolitan,2890,2016,7,Jul,2016-07,343333.33,1587.06,0,Post-1997,6950.41,81.515,FALSE
Heidelberg,175 Cape St,3,h,1455000,PI,Barry,30-07-2016,10.6,3084,4,1,4,836,130,1905,Banyule,-37.7509,145.0679,Eastern Metropolitan,2890,2016,7,Jul,2016-07,485000,1740.43,112,Pre-1917,6950.41,81.515,FALSE
Heidelberg,34 Quinn St,3,h,1125000,VB,Ray,30-07-2016,10.6,3084,3,1,2,0,125,1950,Banyule,-37.7502,145.0718,Eastern Metropolitan,2890,2016,7,Jul,2016-07,375000,,67,1947–1977,6950.41,81.515,FALSE
